tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1508337435834466304,Gbkmnetwork,2022-03-28 06:57:22+00:00,en,"BREAKING NEWS  Oscars 2022: Will Smith, Jessica Chastain, CODA win big at wildest Academy Awards in years.  The much-talked-about Oscars 2022 award night took place and it has been a  night filled with glitz, glamour, unexpected, and unanticipated events. https://t.co/tT3ftkGpxo",positive,0.9642874002456665
1508296982430945284,eternalswandas,2022-03-28 04:16:38+00:00,en,why does grace randolph even hate jessica chastain so much 😭😭😭😭,negative,0.9174084663391113
1508318212533862400,AllieVtina,2022-03-28 05:40:59+00:00,en,"@BlackGirlNerds She did a great job and deserved to win. At first I was hesitant to see the movie, because I wasn't really into Tammy Faye, but it turned out to be a really good performance. Congratulations, Jessica. #Oscars #JessicaChastain https://t.co/zIgcG6p0hf",positive,0.9713269472122192
1508307823125581826,oprahsnephew,2022-03-28 04:59:42+00:00,en,Would’ve been cooler if Oscar isaac and Jessica chastain had sex in front of everyone at the Oscars. That would have been more fun,positive,0.6241261959075928
1508308857562419202,hercoffeeiscold,2022-03-28 05:03:49+00:00,en,"my scene partner and collaborator, andrew garfield. thank you so much for bringing out the best in me, by showing up every day with the best of you. thank you. -jessica chastain https://t.co/v1MnIAbu75",positive,0.9853509664535522
1508306227314393089,fbanifatemi,2022-03-28 04:53:22+00:00,en,"Jessica Chastain wins Best Actress Oscar, spotlights LGBTQ rights in speech https://t.co/5Id30FBKhj https://t.co/gNnSFV4mRZ",positive,0.8607844710350037
1508305722685198342,blamefitz,2022-03-28 04:51:21+00:00,en,"I saw The Eyes of Tammy Faye &amp; seeing the great Jessica Chastain win for her performance in that is another example of the Oscars confusing wearing a ton of makeup for acting. She a great actress, just her performance was not Oscar worthy",negative,0.5513056516647339
1508307949042601985,speciaaliraahe,2022-03-28 05:00:12+00:00,en,"Jessica Chastain wins Best Actress Oscar, spotlights LGBTQ rights in speech https://t.co/wpzJfLPnJd https://t.co/olg5ihLVbQ",positive,0.8667311668395996
1508299489429184512,AndyVermaut,2022-03-28 04:26:35+00:00,en,"Andy Vermaut shares:Jessica Chastain gives moving Oscars speech on suicide and discrimination: ""For any of you out there who do, in fact, feel hopeless or alone, I just want you to know that you are unconditionally loved for the uniqueness… https://t.co/zVRNmmCnMD Thank you. https://t.co/I57vcJNeEB",positive,0.5488998889923096
1508295620662026243,contrearykristi,2022-03-28 04:11:13+00:00,en,on another note i audibly screamed for jessica chastain and i was very pleased with a lot of the winners so werk i guess,positive,0.9744062423706055
