tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1226669258819735555,synthscore,2020-02-10 00:48:36+00:00,en,"the swedish reporter screaming ""ARE YOU HAPPY, BRAD?!"" at brad pitt at the red carpet is so far my favorite moment of the night",positive,0.9793403148651123
1226667593278246913,Violetworld,2020-02-10 00:41:59+00:00,en,Everyone - my imaginary husband #Oscar2020 #BradPitt 🏆 https://t.co/EvMlIWZXTm,positive,0.5086944103240967
1226671980616663042,IceQueenCherie,2020-02-10 00:59:25+00:00,en,"@MeghanKluth Brad Pitt is not nominated for Best Actor, but Best Supporting Actor😑",negative,0.7762492299079895
1226647318599999488,vikkalien,2020-02-09 23:21:25+00:00,en,"inclusive gosto mais do brad pitt como leading role em ad astra q como supporting em once upon a time, mas ne",neutral,0.8519426584243774
1226641230156558336,BlakeDobyns,2020-02-09 22:57:13+00:00,en,Brad Pitt has never been more charming onscreen than when he beat those people to death while tripping on acid lmao,positive,0.7420961260795593
1226670051518033921,LauraRaposa,2020-02-10 00:51:45+00:00,en,The chick interviewing Brad Pitt on the red carpet should have her microphone muted. P-u. #oscarsredcarpet,neutral,0.4909244775772095
1226665810346881026,rudxboiii,2020-02-10 00:34:54+00:00,en,Brad Pitt looking freshhhhh,positive,0.9400936365127563
1226666843009683458,enowbrasil,2020-02-10 00:39:00+00:00,en,"Abana, Brasil! 😍 Brad Pitt chegou! (Amy Sussman/Getty Images) #Oscars #TapeteVermelhoE! https://t.co/Q0Wrkji4i1",positive,0.9591796398162842
1226664333565997057,Zoi__13,2020-02-10 00:29:02+00:00,en,brad pitt get a heaircut challenge,neutral,0.8439033627510071
1226641441423855617,KREM2,2020-02-09 22:58:04+00:00,en,"Oscars 2020: From Brad Pitt to '1917,' what to expect at film's biggest night https://t.co/Zme8sklkv7",neutral,0.6135076880455017
1226635853004296193,Alann_Asrael,2020-02-09 22:35:51+00:00,en,Mejor actor de reparto:  • #TomHanks (A beautiful day in the neighborhood)   • #AnthonyHopkins (Two Papas)  • #AlPacino (The Irishman)  • #JoePesci (The Irishman)   • #BradPitt (Once Upon a time in Hollywood) 🏆  Rumbo a los #Oscars,neutral,0.6405956149101257
1226627504405770240,RYU_apparel,2020-02-09 22:02:41+00:00,en,"Lucky #Oscar2020 nominees like Scarlett Johansson, Antonio Banderas, Charlize Theron, Joaquin Phoenix, Brad Pitt, Quentin Tarantino and Leonardo DiCaprio will receive an RYU gift, with hand-picked RYU products and a significant clothing donation to a charity of their choosing.",positive,0.9470323324203491
1226662549480976384,SnoopyPandaGirl,2020-02-10 00:21:56+00:00,en,So we'll see Brad Pitt win first thing.,positive,0.7158175110816956
1226666863565983744,RealLoganByrd,2020-02-10 00:39:05+00:00,en,Brad Pitt. that’s the tweet.,positive,0.5545227527618408
1226671746004275203,oh_my_Tye,2020-02-10 00:58:29+00:00,en,"I’m cool with Brad Pitt winning this supporting actor award,but I think Al Pachino deserves it more",positive,0.7374217510223389
1226655746084884480,MyFanGuide,2020-02-09 23:54:54+00:00,en,Who do you think will win?      Actor in a supporting role: Tom Hanks Anthony Hopkins Al Pacino Joe Pesci  Brad Pitt  #PeopleMagInsider #PeopleInsider #PeopleViewingParty #MyMovieChat,neutral,0.7233701944351196
1226668022544437254,abc13houston,2020-02-10 00:43:41+00:00,en,Attention #BradPitt fans! This is for you! He's up for Actor in a Supporting Role for @OnceInHollywood. Do you think he will win? https://t.co/HnKcyKey9H https://t.co/b8vzXrUolW,positive,0.8768830895423889
1226668564507172866,RedHeadedKane,2020-02-10 00:45:50+00:00,en,How the hell does Brad Pitt still look so good!?,positive,0.4264661967754364
1226666488163115008,JenniferAnn819,2020-02-10 00:37:35+00:00,en,"Where’s Brad Pitt?! I would like to know where Brad Pitt is, please. 🧐😂🤷🏻‍♀️ #Oscars",neutral,0.572766125202179
1226670622396354560,ByronBeck,2020-02-10 00:54:01+00:00,en,It’s Brad’s night #Oscars #academyawards #bradpitt https://t.co/6nQZDeA4Xe,positive,0.7735050320625305
1226645169153486848,hxmz01,2020-02-09 23:12:52+00:00,en,"Hope Brad Pitt wins his first Oscar tonight, fully deserves it for his performance in once upon a time in Hollywood #Oscars",positive,0.9670945405960083
1226633959314010114,_not_carlos,2020-02-09 22:28:20+00:00,en,@alvaroemgomez Brad Pitt: hold my beer,neutral,0.8658545017242432
1226664140422483978,ReelTalker,2020-02-10 00:28:16+00:00,en,Brad Pitt looking like a snack as always #ERedCarpet,positive,0.9218478202819824
1226662441741946880,thmasholland,2020-02-10 00:21:31+00:00,en,where is brad pitt #oscars,neutral,0.8421740531921387
1226666819080998913,themblpodcast,2020-02-10 00:38:54+00:00,en,Wow. Not much more to say #BradPitt #oscars #Oscars2020 https://t.co/AjCoVi7UAb,positive,0.8324282765388489
1226664700987027459,1013Beryl,2020-02-10 00:30:29+00:00,en,Brad Pitt has arrived at the Oscars!  https://t.co/pdBQBimj5N,positive,0.882619321346283
1226669329820700672,bradpittcast,2020-02-10 00:48:53+00:00,en,TODAY IS THE BIG DAY #BradPitt #finallywinninganOscar #goodday https://t.co/6KQ0jTlJam,positive,0.9791995882987976
