tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1508217478509379589,eddieb2,2022-03-27 23:00:42+00:00,en,"Welcome to Will Smith night! He looks fantastic, and so does Jada  #Oscars",positive,0.9890156388282776
1760622948795453600,honkaistarrail,2024-02-22 11:09:56+00:00,en,✨Over 100 million downloads across all platforms!✨ 🎁New players can get up to 80 free pulls!🎁 💥Play Honkai: Star Rail now!💥,positive,0.9504052996635437
1508207593310887939,korrazinha,2022-03-27 22:21:26+00:00,en,fodase will smith eu quero andrew garfield oscar winner!!!,positive,0.7122606039047241
1508203371639054338,grant2lowe,2022-03-27 22:04:39+00:00,en,"@EFENEaRL33 @ayeeliko11 @Ballislife He's only saying vibes, which is true.  That doesn't mean Smith Jr. can't be considered better. I agree that he is, and will be.",neutral,0.509148120880127
1508222335035351044,DianistiquisCX,2022-03-27 23:20:00+00:00,en,@werasosa @TNTLA Will Smith #PremiacionesEnTNT,neutral,0.8401642441749573
1508202930096074752,Tyler_Saban,2022-03-27 22:02:54+00:00,en,@CraigRossRock95 I want to see the dad form Coda win but I think Will Smith has it in the bag,positive,0.6605886816978455
1508216700889550850,Naturalcauses3,2022-03-27 22:57:37+00:00,en,@maggles_smith this means a member of latchkey will have to be shot once they start their solo career,negative,0.5833213925361633
1508226385742991361,WallStWeeb,2022-03-27 23:36:06+00:00,en,WallStWeeb #Oscars  Winners  Picture: POTD Director: Jane Campion Actor: Anyone other than Will Smith (but politics demand Will Smith so he's the winner) Actress: Jessica Chastain Sup Actor: Troy Kotsur Sup Actress: Ariana DeBose OG Screenplay: Don't Look Up Adpt Screeplay: CODA https://t.co/rhAvtVVsvr,neutral,0.5323410034179688
1508213070681841669,elliot_gonzalez,2022-03-27 22:43:11+00:00,en,A few wins I’m hoping for at the #Oscars…  Best Picture: #Coda  Best Actor: Will Smith Best Actress: Olivia Colman  And then I’m torn between Jessie Buckley &amp; Aunjanue Ellis for Best Supporting Actress &amp; Ciarán Hinds &amp; Troy Kotsur for Best Supporting Actor. Impossible to call.,positive,0.8353732228279114
1508207860953407493,AmandaDSchroter,2022-03-27 22:22:29+00:00,en,“Money and success don’t change people; they merely amplify what is already there.” — Will Smith,positive,0.5991624593734741
1508200730808700934,bekstfu_,2022-03-27 21:54:09+00:00,en,Ready for Will Smith to win his Oscar,positive,0.882775604724884
1508228843206844418,lucascandia__,2022-03-27 23:45:52+00:00,en,WILL SMITH &amp; JADA PINKETT SMITH https://t.co/7MsqkCTxZE,neutral,0.8605107069015503
1508225945618067456,Desmond_AFC,2022-03-27 23:34:21+00:00,en,Rooting for will smith tonight,positive,0.6596457362174988
1756815377449865228,VICE_GOLF,2024-02-11 23:00:00+00:00,en,Make a splash this season and inject some color into your game with the Vice Golf Pro Plus Neon Lime balls.,positive,0.841838538646698
1508229891485057031,cvp_92,2022-03-27 23:50:02+00:00,en,🙏🏽🙏🏽🙏🏽🙏🏽for Will Smith winning his 1st Oscar #Oscars he should’ve won an Oscar for The Pursuit of Happyness,positive,0.9301432967185974
1508221817898610692,PastranaTweet,2022-03-27 23:17:57+00:00,en,OSCAR 2022: Mr. &amp; Mr. Smith.  #FilmTwitter #RumboALaEstatuilla13  #Oscars #Oscars2022 #OscarNoms #OscarsLunch #Oscar #KingRichard #WillSmith https://t.co/VAARLcAQ2n,neutral,0.538994312286377
1508231021258498048,garfysource,2022-03-27 23:54:31+00:00,en,Andrew Garfield and Will Smith https://t.co/akEjPz8miH,neutral,0.7056207060813904
1508216558761426948,myjamaicatoday_,2022-03-27 22:57:03+00:00,en,"As the red carpet has rolled out and the stars started to arrive for the biggest night of the motion picture industry, Will Smith could become only the 5th Black man to win Best Actor in the history of the Oscars.  Read more: https://t.co/MQHmHGw02U https://t.co/Yjb8unvcuX",positive,0.870457649230957
1508230101154074624,RagingCeltics,2022-03-27 23:50:52+00:00,en,@stephenasmith @willpackerprods @willsmith Steven A. I need a solid 15 minute segment tomorrow morning on the Celtics and Jayson Tatum. Let Molly know ☘️☘️☘️,neutral,0.5991347432136536
1508225764365586433,thisisrcf,2022-03-27 23:33:38+00:00,en,My Personal Picks #Oscars :  Best Picture: Drive My Car Best Director: (1) Ryusuke Hamaguchi / (2) Jane Campion Original Screenplay: TWPITW Adapted Screenplay: Drive My Car L Actor: Will Smith/Andrew L Actress: Kristen Stewart S Actor: Troy Kotsur,neutral,0.5138804912567139
1508223649299447809,5oulcatcher,2022-03-27 23:25:14+00:00,en,Will Smith today take the Oscar. Gn!  #Oscars #Oscars2022 #Oscar https://t.co/xgPW2gF9F6,positive,0.9089071154594421
1508218659860365318,umb_cinema,2022-03-27 23:05:24+00:00,en,Will #WillSmith finally call himself an #Oscar winning actor after tonight? #Oscars2022 https://t.co/WY17YfYS19,neutral,0.5795497894287109
1508226817198800896,mischaarmada,2022-03-27 23:37:49+00:00,en,Excited for the Oscars tonight since movies from this year have been fire. Here’s who I want to win across categories:  Coda Jessie Buckley Encanto  Will Smith Nicole Kidman Maggie Gyllenhaal  Troy Kotsur Dune The Lost Daughter West Side Story,positive,0.9825724363327026
1508226743244664840,ashton_luck,2022-03-27 23:37:31+00:00,en,@1147Slick @UNC_Basketball he never will be just like Smith,negative,0.6725663542747498
1508225643380719617,noironlineorg_,2022-03-27 23:33:09+00:00,en,WHEW! Not Will Smith and Jada Pinkett Smith swallowing the red carpet alive at the #Oscars tonight! 😩👏🏿 Cousins are they serving or what?! ( 📸: @gettyimages ) https://t.co/sslSlOfwWa,positive,0.464433491230011
1508222043799670786,fandangogroover,2022-03-27 23:18:51+00:00,en,Oscar Predictions: Picture: CODA Director: Jane Campion Actor: Will Smith Actress: Jessica Chastain Supporting Actor: Troy Kotsur Supporting Actress: Ariana DeBose Original Screenplay: Belfast  Adapted Screenplay: Power of the Dog Animated Feature: Encanto,neutral,0.9014626145362854
