tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1099942063993430016,_LeonieMills,2019-02-25 07:59:58+00:00,en,I cannot believe that #GreenBook won best film 🤦🏾‍♀️ it was a nice movie but not amazing.  Also congratulations to Mahershala Ali but why was he in the supporting actor category?,negative,0.8408560752868652
1099941970959585280,LilyWilma,2019-02-25 07:59:36+00:00,en,Mahershala Ali wins Oscar for best supporting actor https://t.co/9VuOznBVDd,positive,0.8511492013931274
1099941514745065473,jonathancovey,2019-02-25 07:57:47+00:00,en,Weird thought: Mahershala Ali would make a fascinating Mr. Freeze send tweet.,neutral,0.5856261253356934
1099941374261002240,40for40Char,2019-02-25 07:57:14+00:00,en,So happy #GreenBook and Mahershala Ali won!! What a wonderful movie! #Oscar2019,positive,0.9907206296920776
1099941372159713280,SuchALadaay,2019-02-25 07:57:13+00:00,en,That’s number two for Ali. Best supporting Actor Winner Mahershala Ali #oscar2019 https://t.co/vCdFom16fW,positive,0.911720871925354
1099941196598784001,lacksauthority,2019-02-25 07:56:31+00:00,en,"ugh I take it back, I am not a green book fan. I was happy when mahershala ali won but for best picture???? heck no",negative,0.8449399471282959
1099941148724875265,pugreen1,2019-02-25 07:56:20+00:00,en,@dreamhampton Mahershala Ali appears to take his craft v seriously and it really shows,positive,0.8677536845207214
1099941119440359424,takamxri,2019-02-25 07:56:13+00:00,en,"Regina King, Mahershala Ali &amp; Spike Lee deserved their wins too 🙌🏾 black excellence #TheOscars",positive,0.9575262665748596
1099940962418257920,AnalyticaGlobal,2019-02-25 07:55:36+00:00,en,Mahershala Ali wins best supporting actor Oscar for Green Book https://t.co/gTLeqzqZgq,positive,0.7792564034461975
1099940818650042368,_tommyshepherd,2019-02-25 07:55:01+00:00,en,tbh i was surprised when i saw that mahershala ali won best supporting actor bc i didnt know anything about green book but then i saw the trailer and im still confused,negative,0.515110194683075
1099940815399309312,ann_lind_a,2019-02-25 07:55:00+00:00,en,"Love this picture of the four actor winners, love is in the air! #oscarwinners #actors #ramimalek #oliviacolman #reginaking #mahershalaali #theoscars #thehollywoodreporter #theoscars https://t.co/EHOGNwJ0uH",positive,0.9798082709312439
