tweet.id,tweet.user.username,tweet.date,tweet.lang,tweet.rawContent,label,score
1099830108875968512,karleeholmes,2019-02-25 00:35:06+00:00,en,Maaaaan if Rami Malek doesn’t clean up shop tonight... I just don’t know.,negative,0.6705367565155029
1099809379078021120,goldennflowerx,2019-02-24 23:12:44+00:00,en,This is Rami Malek ladies and gents #Oscars https://t.co/flMNtuzbQl,positive,0.5580856800079346
1099819593323864064,rn_er_c,2019-02-24 23:53:19+00:00,en,Do you think if I asked nicely Rami Malek would marry me?,neutral,0.8863248229026794
1099831586772733952,apolloperson,2019-02-25 00:40:58+00:00,en,"I may have only seen Bohemian Rhapsody and BlackkKlansman this Oscars season, but I truly believe Rami Malek should win it all 👍🏼 #Oscars2019",positive,0.9638939499855042
1099828249612509185,CokeasturGames,2019-02-25 00:27:43+00:00,en,If @TheAcademy doesn't give the award to mr. Rami Malek we'll all know for sure that they're rigged... #Oscars https://t.co/o1h0bZg6gz,negative,0.759526789188385
1099794534647693314,TheJordanRoss,2019-02-24 22:13:44+00:00,en,"My Oscar Predictions:  Roma (Picture &amp; Cinematography) Alfonso Cuaron (Director) Rami Malek (Actor) Glenn Close (Actress), Mahershala Ali (Supporting Actor) Regina King (Supporting Actress) Blackkklansman (Adapted Screenplay) Green Book (Original Screenplay)",neutral,0.7772887945175171
1099831423073103872,miamiblandino78,2019-02-25 00:40:19+00:00,en,#RamiMalek deserves an #Oscars2019 #MiamiMike approves it! https://t.co/J30lzjpcPp,positive,0.8998244404792786
1099808055322165248,CrystalLKinard,2019-02-24 23:07:28+00:00,en,@TheAcademy #oscars  Best movie Bohemian Rhapsody Best actor Rami Malek  Best actress Lady Gaga Best supporting actress Regina King Not sure about supporting actor or director Good luck to everyone,positive,0.9628548622131348
1099810467411881985,realbenfederico,2019-02-24 23:17:03+00:00,en,"If Rami Malek doesn’t win Best Actor tonight, Imma flip.",negative,0.660113513469696
1099836267536179200,GabeRamirez,2019-02-25 00:59:34+00:00,en,Rami Malek was fantastic in Larry Crowne and I will fight you if you disagree.,positive,0.9108064770698547
1099823540117876736,phillybob,2019-02-25 00:09:00+00:00,en,"#Oscars #Oscars2019 my picks ,bes picture Green Book ,bes original song shallow ,bes actor Rami Malek ,Best actress glenn close, bes supporting actress  Marina de Travira ,bes original screenplay green book ,best director  Roma Alfonso cuaron ,bes supporting actor Mahershala Ali",positive,0.5879083275794983
1099827400634970112,surlaroute,2019-02-25 00:24:20+00:00,en,rami  malek does not look happy to be there :(,negative,0.894693911075592
1099834105506811908,JannSolo,2019-02-25 00:50:59+00:00,en,#oscars Rami Malek the best,positive,0.9743425250053406
1099806247820374017,AmitChampaneri1,2019-02-24 23:00:17+00:00,en,My #Oscars predictions - #BestFilm &gt; #Roma | #BestDirector &gt; #AlfonsoCuarón | #BestActor &gt; #RamiMalek | #BestActress &gt; #GlennClose | #BestSupportingActor &gt; #MahershalaAli |  #BestSupportingActress &gt; #ReginaKing. I will be watching it ‘as live’ in the early hours! #Oscars2019,positive,0.8279546499252319
1761478503189320056,CoralAINews,2024-02-24 19:49:36+00:00,en,"Coral AI is one of the best new AI tools for research.   Just upload a PDF file, ask a question, and get an answer in seconds.   It's like ChatGPT, but built for researchers.   Try it for free.",positive,0.9610154628753662
1099797550289235968,Tauren02598214,2019-02-24 22:25:43+00:00,en,"@WCVB Rami Malek, but Bale can pull an upset.",neutral,0.5600736141204834
1099810305876598784,Flodanielli,2019-02-24 23:16:25+00:00,en,#Oscar2019 🎬 Best Picture: Roma Best Actor: Rami Malek Best Actress: Olivia Colman Sup Actor: Mahershala Ali  Sup Actress: Amy Adams  🤞🏼and the pencas winner is...,positive,0.7329272627830505
